Date,GSP,Temp,Wind_Speed,Precip_Amount,Chill,Solar_Rad,Humidity,Cloud_Cover,,Demand
01/10/2016,_F,8.176039298,2.072916667,0.008749997,16.86093275,350.8333333,90.5,5.070833087,,?????
02/10/2016,_F,8.254164298,2.1875,0.009166664,20.15416066,455.8333333,87.5,3.116666436,,?????
03/10/2016,_F,8.093748093,1.75,0.00833333,12.45208033,437.5,88.70833333,3.831249595,,?????
04/10/2016,_F,12.51145411,3.510416667,0,17.99947309,394.1666667,91.4375,5.404166579,,?????
05/10/2016,_F,11.99270535,4.3125,0,24.27655665,330,79.3125,6.568749746,,?????
06/10/2016,_F,10.7406222,3.958333333,0.000520833,26.23124409,390,79.61458333,6.0625,,?????
07/10/2016,_F,11.31874625,2.739583333,0.003333333,18.06457869,152.0833333,87.5625,7.368749936,,?????
08/10/2016,_F,10.47083044,2.354166667,0.000520833,16.29843394,273.3333333,86.76041667,6.770833333,,?????
09/10/2016,_F,8.590622584,1.197916667,0.108749961,10.14426843,300,93.02083333,6.04583327,,?????
10/10/2016,_F,7.604164759,2.833333333,0.06833331,27.44895267,307.0833333,93.34375,4.604166667,,?????
11/10/2016,_F,9.163538694,3.90625,0.201770766,33.70884609,104.1666667,97.375,6.395833333,,?????
12/10/2016,_F,9.193746726,3.458333333,0.194895786,29.91457685,130.8333333,94.61458333,6.791666667,,?????
13/10/2016,_F,9.197914124,3.666666667,0.247916614,31.42291164,221.6666667,93.02083333,6.4375,,?????
14/10/2016,_F,9.532288551,3.052083333,0.181979122,25.44114002,152.9166667,92.88541667,6.614583333,,?????
15/10/2016,_F,10.14687173,2.416666667,0.059687481,19.00884883,186.6666667,94.86458333,5.77916654,,?????
16/10/2016,_F,9.646872362,2.645833333,0.075520813,21.38488992,163.3333333,94.39583333,5.993749936,,?????
17/10/2016,_F,10.21041361,2.65625,0.033645821,20.36301517,292.0833333,86.13541667,4.547916452,,?????
18/10/2016,_F,7.451039553,3.8125,0.109583305,40.51092847,232.9166667,89.60416667,4.697916587,,?????
19/10/2016,_F,9.007289092,3.0625,0.008854164,27.62499364,224.5833333,86.27083333,5.710416238,,?????
20/10/2016,_F,9.203122139,1.791666667,0.03416666,15.66249537,160.8333333,94.39583333,6.260415951,,?????
21/10/2016,_F,7.736455997,1.135416667,0,11.41562176,155.8333333,95.54166667,6.349999269,,?????
22/10/2016,_F,7.315622965,2.135416667,0.275833248,20.79895449,185.8333333,94.44791667,6.189582666,,?????
23/10/2016,_F,6.89062349,3.875,0.352604084,42.40676308,136.6666667,92.64583333,7.041665872,,?????
24/10/2016,_F,7.192706347,2.3125,0.219166605,23.97551346,166.25,95.67708333,6.241666317,,?????
25/10/2016,_F,7.473956108,1.53125,0.015833328,15.06041217,255.8333333,93.625,6.556249936,,?????
26/10/2016,_F,10.80937219,2.958333333,0,19.5338494,146.25,89.38541667,6.979166667,,?????
27/10/2016,_F,12.2718722,4.583333333,0.012499997,26.28593238,82.91666667,82.21875,5.556249698,,?????
28/10/2016,_F,10.15937249,3.427083333,0.037499988,24.89582928,117.9166667,88.69791667,5.729166587,,?????
29/10/2016,_F,10.03124754,1.052083333,0,6.506248116,168.75,96.0625,7.270833333,,?????
30/10/2016,_F,10.60699738,1.81,0,12.19699677,146.4,89.53,7.16,,?????
31/10/2016,_F,9.977080425,2.322916667,0,18.47864246,217.0833333,94.08333333,5.510416667,,?????
01/11/2016,_F,6.269789735,2.583333333,0.047916652,30.49634695,236.25,86.27083333,3.80416662,,?????
02/11/2016,_F,3.596873959,3.229166667,0.00833333,45.66040214,182.0833333,88.77083333,4.793749293,,?????
03/11/2016,_F,5.285415649,1.302083333,0.049999997,15.51457961,92.08333333,94.10416667,7.316666603,,?????
04/11/2016,_F,5.353123705,3.333333333,0.058333325,41.11092901,186.25,90.3125,5.785416643,,?????
05/11/2016,_F,3.99270757,4.520833333,0.36291657,63.64322154,133.3333333,88.0625,4.554166555,,?????
06/11/2016,_F,3.873956958,3.3125,0.408333225,47.47030274,85,92.4375,5.745833238,,?????
07/11/2016,_F,3.227082392,2.583333333,0.083333307,38.14999167,135.4166667,93.55208333,6.125,,?????
08/11/2016,_F,2.622915983,1.822916667,0,28.45311864,114.1666667,89.51041667,7.729166667,,?????
09/11/2016,_F,1.953124503,1.614583333,0.183333286,26.12811701,78.33333333,95.54166667,7.375,,?????
10/11/2016,_F,3.710415561,3.21875,0.074999976,43.06405258,148.3333333,94.08333333,5.23333327,,?????
11/11/2016,_F,5.359373848,2.4375,0.039583319,30.10988887,197.5,88.125,6.299999952,,?????
12/11/2016,_F,7.079164584,3.104166667,0.564583237,33.83072201,91.66666667,95.19791667,5.731249809,,?????
13/11/2016,_F,5.973956923,2.302083333,0.183333295,26.99478642,124.1666667,96.64583333,5.783333143,,?????
14/11/2016,_F,12.00208044,5.375,0.00833333,31.60311842,62.5,93.21875,7.75,,?????
15/11/2016,_F,10.02708077,4.375,0,30.31613874,167.0833333,86.14583333,5.470833222,,?????
16/11/2016,_F,6.989581148,5.1875,0.083333317,56.56561216,176.6666667,83.41666667,3.954166373,,?????
17/11/2016,_F,3.533332375,3.166666667,0.083333304,45.02551349,62.08333333,92.04166667,4.091666659,,?????
18/11/2016,_F,1.096874722,3.03125,0.024999996,49.6827987,139.5833333,95.26041667,4.510416587,,?????
19/11/2016,_F,1.189582969,2.302083333,0.016666661,38.32655287,148.3333333,93.53125,3.402083119,,?????
20/11/2016,_F,0.20208324,2.125,0,36.60051092,93.33333333,94.57291667,4.739583135,,?????
21/11/2016,_F,1.271874591,5.489583333,1.227083029,81.87080892,33.33333333,96.40625,6.324999889,,?????
22/11/2016,_F,5.165623546,4.333333333,0.393749904,56.28436216,37.5,94.90625,7.229166667,,?????
23/11/2016,_F,2.553124208,1.802083333,0.00833333,27.54374091,97.5,92.91666667,3.899999777,,?????
24/11/2016,_F,1.05937476,1.072916667,0,19.43801562,96.66666667,96.16666667,6.037499944,,?????
25/11/2016,_F,0.607291556,1.395833333,0.00833333,24.90363812,157.0833333,94.92708333,3.135416408,,?????
26/11/2016,_F,2.181249539,1.885416667,0.016666661,30.46561639,138.3333333,92.26041667,5.472916484,,?????
27/11/2016,_F,5.545831839,1.791666667,0.014583328,22.20051575,67.91666667,90.33333333,7.25,,?????
28/11/2016,_F,3.18854077,0.739583333,0,10.99478881,72.08333333,90.82291667,6.15624994,,?????
29/11/2016,_F,1.383333057,2.895833333,0.00833333,42.91509708,121.6666667,92.41666667,4.158332904,,?????
30/11/2016,_F,6.453123411,7.760416667,0,88.19060644,94.16666667,88.63541667,4.487499634,,?????
01/12/2016,_F,7.406248411,4.9375,0,51.57394536,112.0833333,86.70833333,5.82499965,,?????
02/12/2016,_F,5.371873617,1.510416667,0.141666614,19.63905684,76.25,92.86458333,6.51249973,,?????
03/12/2016,_F,3.353123903,0.666666667,0.00833333,9.888018847,69.58333333,98.96875,7.458333333,,?????
04/12/2016,_F,3.5208323,1.625,0,23.17187055,72.91666667,81.66666667,7.333333333,,?????
05/12/2016,_F,0.168749979,0.885416667,0,15.30051661,123.3333333,98.84375,3.93333292,,?????
06/12/2016,_F,2.126041015,0.979166667,0.083333317,13.80520503,50.83333333,99.45833333,6.899999857,,?????
07/12/2016,_F,12.41041374,3.583333333,0,19.31718286,35.41666667,86.90625,6.245833317,,?????
08/12/2016,_F,9.915622552,2.322916667,0.266666551,19.30207924,39.58333333,92.83333333,6.5,,?????
09/12/2016,_F,10.24895549,2.510416667,0,18.2958293,26.25,89.6875,6.597916603,,?????
10/12/2016,_F,8.429164012,2.833333333,0,27.50624291,54.16666667,86.76041667,5.829166651,,?????
11/12/2016,_F,7.136456649,5.833333333,0,62.5286274,42.5,92.20833333,6.25,,?????
12/12/2016,_F,4.373956958,0.760416667,0.049999983,10.15103896,59.16666667,98.63541667,6.187499801,,?????
13/12/2016,_F,5.730206569,1.0625,0.079166646,12.69270388,36.66666667,99.79166667,7.724999905,,?????
14/12/2016,_F,7.99270614,2.427083333,0.024999991,23.83749517,42.08333333,97.64583333,5.104166667,,?????
