Date,GSP,Temp,Wind_Speed,Precip_Amount,Chill,Solar_Rad,Humidity,Cloud_Cover,,Demand
01/04/2014,F,7.33958141,2.03125,0.219479108,21.79009755,392.0833333,97.29166667,7.095833063,,864.062
02/04/2014,F,5.251040459,3.229166667,0.01916666,41.06457361,125.4166667,100,7.783332984,,882.8143
03/04/2014,F,5.842706839,3.604166667,0.068749977,43.9150931,134.5833333,100,7.960416476,,891.3996
04/04/2014,F,7.18333141,2.34375,0.032187488,24.40468136,180.4166667,98.58333333,6.991666277,,862.8675
05/04/2014,F,9.519789139,2.145833333,0.077499974,16.85103703,295,92.83333333,6.520833333,,867.4235
06/04/2014,F,12.70624669,4.052083333,0.041249987,20.46718121,390.4166667,85.59375,6.068749905,,817.7664
07/04/2014,F,7.246873061,2.697916667,0.167916624,28.59270207,202.0833333,95.84375,6.008333206,,786.2222
08/04/2014,F,7.130206426,6.854166667,0.067499981,72.97342078,761.25,82.36458333,4.0625,,776.1907
09/04/2014,F,9.019789139,5.416666667,0.017499994,48.38957373,257.5,86.80208333,7.3125,,783.6413
10/04/2014,F,8.92603906,4.697916667,0,40.92238458,597.9166667,82.60416667,6.622916659,,746.4504
11/04/2014,F,6.687498172,3.75,0.00833333,38.60988903,686.25,81.40625,4.533333063,,726.6183
12/04/2014,F,8.312497775,5.65625,0.002083333,52.84634336,321.6666667,75.4375,5.916666667,,788.3115
13/04/2014,F,7.704164902,7.5,0.00125,75.50207011,460.8333333,77.78125,5.581249952,,823.2831
14/04/2014,F,7.763539553,4.895833333,0,50.59842714,791.6666667,69.89583333,2.94999977,,732.0289
15/04/2014,F,7.683330985,1.6875,0,13.45051797,915.4166667,70.32291667,3.658332904,,691.6538
16/04/2014,F,9.488539139,2.9375,0,23.39842971,717.9166667,66.85416667,4.604166468,,671.1993
17/04/2014,F,9.212497473,5.875,0.009166663,49.30936337,417.5,69.66666667,5.522916635,,696.526
18/04/2014,F,5.89999815,2.239583333,0,26.35989078,935.4166667,68.54166667,3.820832809,,746.992
19/04/2014,F,5.428123334,2.645833333,0,29.16145102,816.6666667,80.96875,4.131249587,,720.4735
