Date,Temp,Wind_Speed,Precip_Amount,Chill,Solar_Rad,Humidity,Cloud_Cover,Demand
01/04/2014,7.33958141009013,2.03125,0.21947910822928,21.7900975545247,392.083333333333,97.2916666666667,7.09583306312561,864.062
02/04/2014,5.2510404586792,3.22916666666667,0.019166659796611,41.0645736058553,125.416666666667,100,7.78333298365275,882.8143
03/04/2014,5.84270683924357,3.60416666666667,0.068749976810068,43.9150931040446,134.583333333333,100,7.9604164759318,891.3996
04/04/2014,7.18333141009013,2.34375,0.032187488473331,24.4046813646952,180.416666666667,98.5833333333333,6.99166627724965,862.8675
05/04/2014,9.51978913942973,2.14583333333333,0.077499973820522,16.8510370254517,295,92.8333333333333,6.52083333333333,867.4235
06/04/2014,12.706246693929,4.05208333333333,0.041249986660356,20.4671812057495,390.416666666667,85.59375,6.06874990463257,817.7664
07/04/2014,7.24687306086222,2.69791666666667,0.167916623953109,28.592702070872,202.083333333333,95.84375,6.00833320617676,786.2222
08/04/2014,7.1302064259847,6.85416666666667,0.067499980796129,72.9734207789103,761.25,82.3645833333333,4.0625,776.1907
09/04/2014,9.01978913942973,5.41666666666667,0.017499993710468,48.3895737330119,257.5,86.8020833333333,7.3125,783.6413
10/04/2014,8.92603905995687,4.69791666666667,0,40.9223845799764,597.916666666667,82.6041666666667,6.62291665871938,746.4504
11/04/2014,6.68749817212423,3.75,0.008333330353101,38.6098890304565,686.25,81.40625,4.53333306312561,726.6183
12/04/2014,8.31249777475993,5.65625,0.002083332898716,52.8463433583578,321.666666666667,75.4375,5.91666666666667,788.3115
13/04/2014,7.70416490236918,7.5,0.00124999973923,75.5020701090495,460.833333333333,77.78125,5.58124995231628,823.2831
14/04/2014,7.7635395526886,4.89583333333333,0,50.5984271367391,791.666666666667,69.8958333333333,2.94999976952871,732.0289
15/04/2014,7.68333098540704,1.6875,0,13.4505179723104,915.416666666667,70.3229166666667,3.65833290417989,691.6538
16/04/2014,9.48853913942973,2.9375,0,23.3984297116597,717.916666666667,66.8541666666667,4.60416646798452,671.1993
17/04/2014,9.21249747276306,5.875,0.009166663434977,49.3093633651733,417.5,69.6666666666667,5.52291663487752,696.526
18/04/2014,5.89999814952413,2.23958333333333,0,26.3598907788595,935.416666666667,68.5416666666667,3.82083280881246,746.992
19/04/2014,5.42812333442271,2.64583333333333,0,29.1614510218302,816.666666666667,80.96875,4.13124958674113,720.4735
20/04/2014,7.84687217076619,5.13541666666667,0.00124999973923,48.1838417053223,546.666666666667,87.3229166666667,6.95833333333333,745.3922
21/04/2014,9.72291374206543,5.6875,0.000937499804422,47.1286357243856,666.25,85.5625,6.79583326975505,733.6943
22/04/2014,8.37291391690572,4.0625,0.101666637929156,39.2078040440877,135.416666666667,98.7708333333333,7.78124976158142,693.5586
23/04/2014,11.7249967257182,2.64583333333333,0.033749987914537,14.8062468369802,617.5,84.5416666666667,5.68749984105428,641.5323
24/04/2014,9.77395566304525,2.17708333333333,0.155833293916658,16.6114543279012,733.333333333333,89.7708333333333,6.21458331743876,626.7931
25/04/2014,7.6895813147227,3.36458333333333,0.379999898762132,34.2515565554301,137.5,100,7.85416658719381,668.4083
26/04/2014,9.54270537694295,3.52083333333333,0.212499980193873,28.8932231267293,417.083333333333,93.7083333333333,6.04166658719381,686.8145
27/04/2014,8.45624756813049,3.0625,0.244999940817555,29.1807236671448,172.5,99.3333333333333,7.75833320617676,746.3662
28/04/2014,10.1562469800313,1.42708333333333,0.123333297825108,10.9802056948344,445.833333333333,95.875,7.20833333333333,661.8992
29/04/2014,10.4947889645894,1.88541666666667,0,11.7328101793925,771.25,93.2083333333333,6.49166631698608,611.5506
30/04/2014,8.54374734560649,2.77083333333333,0.062916644072781,24.9874951044718,330.833333333333,99.4583333333333,7.67708309491475,615.7749
01/05/2014,6.10937356948853,4.54166666666667,0.552916501183063,54.0098867416382,144.166666666667,98.7083333333333,7.78541660308838,686.3854
02/05/2014,6.4218735297521,3.48958333333333,0.025312490994111,38.8562428156535,872.916666666667,76.1666666666667,5.17291661103566,672.0944
03/05/2014,6.25937319795291,1.57291666666667,0,17.5156190395355,712.083333333333,75.8541666666667,6.03958300749461,640.9534
04/05/2014,11.1041638056437,3.13541666666667,0.017916660367822,17.4854124387105,586.25,84.9270833333333,7.41666666666667,632.1209
05/05/2014,11.7468719482422,2.34375,0.017812496206413,12.9614555835724,590.416666666667,76.5208333333333,6.60416666666667,564.8733
06/05/2014,11.3052050272624,3.51041666666667,0.225416584871709,21.1427048047384,868.75,79.7916666666667,5.76041658719381,552.5747
07/05/2014,9.18645509084066,4.07291666666667,0.199583276951065,34.299471060435,514.583333333333,87.7395833333333,6.14583333333333,575.3054
08/05/2014,10.1739551226298,3.97916666666667,0.07885414098079,32.235409895579,495.833333333333,89.3333333333333,6.58333333333333,566.0757
